timestamp_sec_floor,timestamp,/electrical/temp_sensors/in.inlet_temp,/electrical/temp_sensors/out.outlet_temp
1761090353,10/21/25 | 07:45:53 PM,,20.209999084472656
1761090354,10/21/25 | 07:45:54 PM,,19.809999465942383
1761090355,10/21/25 | 07:45:55 PM,,20.399999618530273
1761090356,10/21/25 | 07:45:56 PM,,20.489999771118164
1761090357,10/21/25 | 07:45:57 PM,,20.049999237060547
1761090358,10/21/25 | 07:45:58 PM,,19.68000030517578
1761090359,10/21/25 | 07:45:59 PM,,19.510000228881836
1761090360,10/21/25 | 07:46:00 PM,,19.030000686645508
1761090361,10/21/25 | 07:46:01 PM,,19.459999084472656
1761090362,10/21/25 | 07:46:02 PM,,20.190000534057617
1761090363,10/21/25 | 07:46:03 PM,,20.889999389648438
1761090364,10/21/25 | 07:46:04 PM,,20.100000381469727
1761090365,10/21/25 | 07:46:05 PM,,19.290000915527344
1761090366,10/21/25 | 07:46:06 PM,,20.799999237060547
1761090367,10/21/25 | 07:46:07 PM,,20.049999237060547
1761090368,10/21/25 | 07:46:08 PM,,19.8799991607666
1761090369,10/21/25 | 07:46:09 PM,,19.0
1761090370,10/21/25 | 07:46:10 PM,,20.579999923706055
1761090371,10/21/25 | 07:46:11 PM,,23.549999237060547
1761090372,10/21/25 | 07:46:12 PM,,19.84000015258789
1761090373,10/21/25 | 07:46:13 PM,,19.049999237060547
1761090374,10/21/25 | 07:46:14 PM,,18.829999923706055
1761090375,10/21/25 | 07:46:15 PM,,19.420000076293945
1761090376,10/21/25 | 07:46:16 PM,,20.030000686645508
1761090377,10/21/25 | 07:46:17 PM,,20.209999084472656
1761090378,10/21/25 | 07:46:18 PM,,19.639999389648438
1761090379,10/21/25 | 07:46:19 PM,,22.030000686645508
1761090380,10/21/25 | 07:46:20 PM,,18.350000381469727
1761090381,10/21/25 | 07:46:21 PM,,19.729999542236328
1761090382,10/21/25 | 07:46:22 PM,,20.399999618530273
1761090383,10/21/25 | 07:46:23 PM,,19.700000762939453
1761090384,10/21/25 | 07:46:24 PM,,19.729999542236328
1761090385,10/21/25 | 07:46:25 PM,,19.65999984741211
1761090386,10/21/25 | 07:46:26 PM,,20.010000228881836
1761090387,10/21/25 | 07:46:27 PM,,20.1200008392334
1761090388,10/21/25 | 07:46:28 PM,,19.59000015258789
1761090389,10/21/25 | 07:46:29 PM,,19.700000762939453
1761090390,10/21/25 | 07:46:30 PM,,19.8799991607666
